"Suscriptor","Lect_Actual","Causa_des","Observacion_des","Fecha_de_ejecucion"
"92289","431","","","2024-05-29 12:46:48"
"92290","4748","","","2024-05-29 12:46:27"
"92300","3076","","","2024-05-29 12:46:07"
"92310","1946","","","2024-05-29 12:45:29"
"92320","4349","","","2024-05-29 12:45:02"
"92330","779","","","2024-05-29 12:43:11"
"92340","4004","","","2024-05-29 12:42:24"
"92350","5111","","","2024-05-29 12:41:47"
"92360","4239","","","2024-05-31 11:26:08"
"92220","424","","","2024-05-31 11:25:30"
"92370","1792","","30","2024-05-31 11:25:10"
"92380","1832","","","2024-05-31 11:24:32"
"92390","1651","","","2024-05-31 11:24:02"
"92400","1041","","","2024-05-31 11:18:35"
"92410","387","","","2024-05-31 11:19:33"
"92420","154","","","2024-05-31 11:20:26"
"92430","467","","","2024-05-31 11:20:57"
"92440","1765","","","2024-05-31 11:21:15"
"92450","267","","","2024-05-31 11:21:51"
"92455","1880","","","2024-05-31 11:22:38"
"92020","216","","","2024-05-31 11:16:25"
"92010","672","","","2024-05-31 11:15:22"
"92000","3656","","","2024-05-31 11:10:42"
"92030","3362","","","2024-05-31 11:14:06"
"92035","1789","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:56:42"
"92040","331","","","2024-05-31 11:07:48"
"92050","2443","","","2024-05-31 11:06:42"
"92060","171","","","2024-05-31 11:07:01"
"91980","1654","","","2024-05-29 09:45:19"
"91970","767","","","2024-05-29 09:45:52"
"91410","4059","","","2024-05-29 09:47:54"
"91420","3766","","","2024-05-29 09:47:04"
"91335","344","","","2024-05-29 09:48:29"
"91960","3547","","","2024-05-29 09:49:08"
"91430","2708","","","2024-05-29 08:16:07"
"91431","1682","","","2024-05-29 08:16:24"
"91450","898","","","2024-05-29 08:16:48"
"91460","4486","","","2024-05-29 08:17:21"
"91470","3309","","","2024-05-29 08:11:35"
"91490","2197","","","2024-05-29 08:03:00"
"91500","885","","","2024-05-29 08:02:34"
"91260","2002","","","2024-05-31 11:40:56"
"91265","406","","","2024-05-29 09:05:50"
"91270","75","","30","2024-05-31 17:21:36"
"91280","4804","","30","2024-05-29 09:05:13"
"91290","2430","","","2024-05-29 09:04:18"
"91300","4232","","","2024-05-29 09:03:20"
"91310","3129","","","2024-05-29 09:02:58"
"91318","595","","","2024-05-29 09:02:09"
"91320","234","","","2024-05-29 09:02:23"
"91337","680","","","2024-05-29 09:01:14"
"91338","99","","","2024-05-29 09:01:20"
"91340","1974","","30","2024-05-29 09:01:55"
"91350","1232","","","2024-05-29 10:38:58"
"91360","3215","","","2024-05-29 10:38:33"
"91380","1129","","","2024-05-29 10:37:59"
"91381","660","","","2024-05-29 10:37:40"
"91390","87","","","2024-05-29 10:37:21"
"91398","575","","","2024-05-31 11:04:44"
"91400","1017","","","2024-05-31 11:05:26"
"91402","1074","","","2024-05-29 09:42:25"
"91404","798","","","2024-05-29 09:40:28"
"92070","2687","","","2024-05-29 09:36:42"
"92075","1630","","","2024-05-29 09:34:54"
"92076","1117","","","2024-05-29 09:33:40"
"92080","1798","","","2024-05-31 11:04:03"
"92085","90","","","2024-05-29 09:33:04"
"92090","1429","","","2024-05-29 09:25:36"
"92100","","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:20:46"
"92110","1163","","","2024-05-31 10:55:36"
"92120","211","","30","2024-05-31 17:20:18"
"92130","3003","","","2024-05-31 10:54:57"
"92159","711","","","2024-05-29 09:28:52"
"92160","4023","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:19:56"
"92170","2525","","","2024-05-31 10:54:21"
"92180","3608","","","2024-05-29 09:23:48"
"92190","1803","","","2024-05-29 10:35:34"
"92200","1140","","","2024-05-29 10:35:07"
"92210","95","","","2024-05-31 10:52:54"
"92218","4352","","","2024-05-29 10:33:59"
"92215","2793","","","2024-05-29 10:34:29"
"92470","4807","","","2024-05-29 10:32:55"
"92480","2060","","","2024-05-29 10:30:57"
"92510","734","","","2024-05-29 10:30:08"
"92520","622","","","2024-05-29 10:28:33"
"92521","790","","30","2024-05-29 10:28:49"
"92522","210","","","2024-05-29 10:28:59"
"92530","303","","","2024-05-29 10:27:20"
"92531","1439","","","2024-05-29 10:27:55"
"92540","2764","","","2024-05-29 10:26:42"
"92550","645","","","2024-05-29 10:25:02"
"91030","415","","","2024-05-31 10:52:07"
"92560","41","","","2024-05-29 10:24:29"
"92570","1144","","","2024-05-29 10:23:52"
"92580","434","","","2024-05-29 10:23:18"
"92590","3367","","","2024-05-29 10:22:06"
"92600","3961","","","2024-05-29 10:21:36"
"92610","4196","","","2024-05-29 10:21:19"
"92625","600","","","2024-05-29 10:19:57"
"92620","","01-MEDIDOR CON PRESUNTA FALLA","","2024-05-31 15:20:09"
"102630","6706","","","2024-05-31 10:50:23"
"102838","169","","","2024-05-29 10:18:04"
"102834","208","","","2024-05-29 10:18:21"
"102832","84","","","2024-05-29 10:18:45"
"102830","604","","","2024-05-31 09:57:12"
"102820","3852","","","2024-05-31 09:56:31"
"102810","722","","","2024-05-31 09:56:07"
"102805","242","","","2024-05-31 09:52:07"
"102796","56","","","2024-05-31 09:53:17"
"102790","1848","","","2024-05-31 09:55:00"
"102780","2953","","","2024-05-31 09:55:15"
"102771","113","","","2024-05-31 09:55:39"
"102640","2127","","","2024-05-31 09:59:07"
"102770","1312","","","2024-05-31 09:58:16"
"102760","1415","","","2024-05-31 09:59:47"
"102650","1120","","","2024-05-31 10:00:34"
"102651","1382","","","2024-05-31 10:00:46"
"102660","1062","","","2024-05-31 10:05:09"
"102670","474","","","2024-05-31 10:07:16"
"102674","215","","","2024-05-31 10:07:35"
"102795","","01-MEDIDOR CON PRESUNTA FALLA","","2024-05-31 15:18:01"
"102690","544","","","2024-05-31 10:09:08"
"102681","762","","","2024-05-31 10:09:30"
"102680","840","","","2024-05-31 10:09:53"
"102700","354","","","2024-05-31 10:10:16"
"102710","2700","","","2024-05-31 10:10:36"
"102720","3572","","","2024-05-31 10:11:05"
"102725","866","","","2024-05-31 10:11:31"
"102730","124","","","2024-05-31 10:11:56"
"102740","1236","","","2024-05-31 10:13:12"
"102755","2495","","","2024-05-31 10:14:23"
"102751","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-31 10:15:18"
"103530","2646","","","2024-05-31 10:19:26"
"103535","77","","30","2024-05-31 10:20:31"
"103536","40","","","2024-05-31 10:20:54"
"103537","134","","","2024-06-01 08:37:19"
"103540","3963","","","2024-05-31 10:22:03"
"103541","283","","","2024-05-31 10:22:40"
"103542","299","","","2024-05-31 10:22:48"
"103566","156","","30","2024-05-31 10:23:28"
"103568","1069","","","2024-05-31 10:24:19"
"103565","941","","","2024-05-31 10:26:21"
"103564","3205","","","2024-05-31 10:23:53"
"103562","542","","","2024-05-31 10:23:42"
"103569","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-31 10:27:13"
"103550","2164","","DESCONECTADO-32","2024-05-31 17:19:12"
"103555","1657","","","2024-05-31 10:27:53"
"103559","722","","","2024-05-31 10:28:24"
"103561","784","","","2024-05-31 10:28:36"
"103553","3208","","","2024-05-31 10:28:47"
"103630","356","","","2024-05-31 10:28:59"
"103554","1041","","","2024-05-31 10:29:06"
"103563","467","","","2024-05-31 10:29:13"
"103587","357","","","2024-05-31 10:29:39"
"103585","2366","","","2024-05-31 10:33:09"
"103584","1820","","","2024-05-31 10:33:39"
"103571","2562","","","2024-05-31 10:36:14"
"103570","3647","","","2024-05-31 10:35:08"
"103582","3337","","","2024-05-31 10:37:00"
"103580","3090","","","2024-05-31 10:37:28"
"103588","","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:18:30"
"103590","267","","","2024-05-31 10:38:02"
"103533","432","","","2024-05-31 10:38:33"
"103532","1692","","","2024-05-31 10:38:55"
"103526","1826","","","2024-05-31 10:39:07"
"103524","900","","","2024-05-31 10:39:19"
"103523","531","","","2024-05-31 10:39:29"
"103525","3379","","","2024-05-31 10:39:37"
"103505","162","","","2024-05-31 10:40:31"
"103500","387","","30","2024-05-31 17:17:59"
"103485","496","","","2024-05-31 10:42:00"
"103490","3","","SUSPENDIDO DESOCUPADO-31","2024-05-31 15:14:44"
"103425","1215","","","2024-05-31 10:42:35"
"103420","173","","","2024-05-31 10:43:32"
"103410","6550","","","2024-05-31 10:44:11"
"103400","867","","","2024-05-31 10:44:46"
"103390","6949","","","2024-05-31 10:45:26"
"103381","178","","","2024-05-31 10:45:55"
"103380","507","","","2024-05-31 10:45:48"
"103370","6898","","","2024-05-30 15:29:25"
"103331","101","","30","2024-05-30 15:28:58"
"103330","779","","","2024-05-31 10:47:08"
"103360","682","","","2024-05-30 15:30:12"
"103334","2149","","","2024-05-30 15:30:31"
"103335","4243","","","2024-05-30 15:31:18"
"103340","3613","","","2024-05-30 15:31:45"
"103350","999","","","2024-05-30 15:32:20"
"103351","316","","","2024-05-30 15:33:34"
"103480","853","","","2024-05-30 15:34:03"
"103450","180","","","2024-05-30 15:34:33"
"103440","3385","","","2024-05-30 15:34:57"
"103260","446","","","2024-05-30 15:35:24"
"103250","1271","","","2024-05-30 15:35:55"
"103240","2674","","","2024-05-30 15:36:31"
"103230","39","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:17:39"
"103270","3855","","","2024-05-30 15:36:57"
"103280","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 15:37:30"
"103290","996","","","2024-05-30 15:38:26"
"103300","891","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:15:05"
"103310","4410","","","2024-05-30 15:39:05"
"103320","3990","","","2024-05-30 15:39:22"
"103325","333","","","2024-05-30 15:40:08"
"103134","139","","","2024-05-30 15:40:48"
"103135","10","","","2024-05-30 15:39:46"
"103140","4453","","","2024-05-30 15:37:52"
"103150","4673","","","2024-05-30 16:04:32"
"103210","2636","","","2024-05-30 15:56:47"
"103200","505","","","2024-05-30 15:56:19"
"103160","5019","","","2024-05-30 15:55:43"
"103175","583","","","2024-05-30 15:51:20"
"103180","260","","","2024-05-30 15:51:29"
"103181","1540","","","2024-05-30 15:51:36"
"103060","4013","","","2024-05-30 15:54:40"
"103070","1448","","","2024-05-30 15:48:08"
"103050","2263","","","2024-05-30 15:50:28"
"103040","1053","","","2024-05-30 15:47:54"
"103030","5356","","","2024-05-30 15:46:35"
"103021","426","","","2024-05-30 15:46:00"
"103010","4805","","","2024-05-30 15:45:33"
"103000","7259","","","2024-05-30 15:45:08"
"103080","329","","30","2024-05-31 17:14:46"
"103090","4010","","","2024-05-30 15:44:15"
"103100","2763","","","2024-05-30 15:43:50"
"103105","29","","","2024-05-30 15:43:12"
"103110","1284","","","2024-05-30 15:42:48"
"103115","28","","","2024-05-30 15:42:25"
"103120","30","","30","2024-05-30 15:42:16"
"103130","1201","","","2024-05-30 15:41:45"
"103520","1888","","30","2024-05-31 17:14:24"
"103515","4355","","","2024-05-31 14:15:48"
"103516","","03-SIN MEDIDOR Y SIN SERVICIO","","2024-05-31 17:14:10"
"103615","352","","","2024-05-31 09:43:55"
"103618","1010","","","2024-05-31 09:44:05"
"103600","408","","","2024-05-31 09:45:14"
"103620","4181","","","2024-05-31 09:45:58"
"103610","1454","","","2024-05-31 09:46:51"
"103608","361","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:13:51"
"104184","783","","","2024-05-31 07:59:35"
"104185","528","","","2024-05-31 08:01:13"
"104186","426","","","2024-05-31 08:01:35"
"104187","479","","","2024-05-31 08:04:20"
"104188","312","","","2024-05-31 08:04:44"
"104189","343","","","2024-05-31 08:05:15"
"104190","329","","","2024-05-31 08:07:00"
"104192","2","","30","2024-05-31 17:13:29"
"104193","176","","OTRA FUENTE-15","2024-05-31 08:08:44"
"104194","57","","30","2024-05-31 17:13:11"
"104195","1119","","","2024-05-31 08:09:41"
"104196","292","","","2024-05-31 08:10:08"
"104197","525","","","2024-05-31 08:10:33"
"104198","370","","","2024-05-31 08:10:55"
"104199","912","","","2024-05-31 08:11:24"
"104201","222","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:12:45"
"104204","411","","","2024-05-31 08:12:21"
"104206","216","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:12:27"
"104211","431","","","2024-05-31 08:13:40"
"104213","236","","","2024-05-31 08:13:06"
"104214","205","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:11:42"
"104218","349","","","2024-05-31 17:08:55"
"104221","454","","","2024-05-31 08:15:04"
"104222","336","","30","2024-05-31 08:16:01"
"104223","102","","","2024-05-31 08:16:18"
"104224","326","","","2024-05-31 08:17:13"
"104225","209","","","2024-05-31 08:18:57"
"104226","18","","","2024-05-31 08:19:29"
"104227","440","","","2024-05-31 08:20:04"
"104228","158","","30","2024-05-31 08:22:06"
"104231","491","","","2024-05-31 08:25:41"
"104232","588","","","2024-05-31 08:26:48"
"104233","280","","","2024-05-31 08:27:19"
"104235","443","","","2024-05-31 08:29:43"
"104237","440","","","2024-05-31 08:30:58"
"104238","154","","","2024-05-31 08:31:33"
"104239","305","","30","2024-05-31 08:33:56"
"104240","96","","30","2024-05-31 08:34:39"
"104242","310","","","2024-05-31 08:36:51"
"104243","118","","","2024-05-31 08:37:26"
"104244","342","","","2024-05-31 08:38:31"
"104247","663","","","2024-05-31 08:39:03"
"104249","742","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:07:17"
"104252","791","","","2024-05-31 08:36:28"
"104253","137","","","2024-05-31 08:35:57"
"104254","192","","","2024-05-31 08:35:09"
"104255","422","","","2024-05-31 08:32:37"
"104256","616","","","2024-05-31 08:31:59"
"104259","377","","","2024-05-31 08:30:23"
"104261","379","","SUSPENDIDO DESOCUPADO-31","2024-05-31 08:28:50"
"104262","305","","","2024-05-31 08:26:08"
"104265","1149","","","2024-05-31 08:22:58"
"104266","453","","","2024-05-31 08:21:14"
"104267","433","","","2024-05-31 08:20:45"
"104268","345","","","2024-05-31 08:17:54"
"104269","354","","30","2024-05-31 08:18:34"
"104276","344","","","2024-05-31 08:07:39"
"104277","674","","","2024-05-31 08:07:18"
"104278","405","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:06:26"
"104279","290","","","2024-05-31 08:05:49"
"104280","1207","","","2024-05-31 08:03:32"
"104295","608","","","2024-05-31 08:03:03"
"104281","382","","","2024-05-31 08:02:13"
"104282","441","","","2024-05-31 08:02:32"
"104283","259","","30","2024-05-31 08:00:43"
"104284","639","","","2024-05-31 07:58:46"
"104287","250","","","2024-05-31 07:56:53"
"104289","241","","","2024-05-31 07:56:30"
"73153","279","","","2024-05-30 11:13:33"
"73140","339","","","2024-05-30 11:14:09"
"73151","333","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:06:00"
"73215","7","","30","2024-05-30 12:02:11"
"73210","573","","","2024-05-30 12:01:29"
"73190","283","","","2024-05-30 12:00:07"
"73230","989","","","2024-05-30 12:11:07"
"72928","389","","","2024-05-30 12:05:13"
"72930","1314","","","2024-05-30 12:05:28"
"72935","1754","","","2024-05-30 12:06:03"
"72940","3787","","","2024-05-30 12:09:54"
"72942","1998","","","2024-05-31 11:00:44"
"73010","1275","","","2024-05-30 11:56:03"
"73020","1187","","30","2024-05-30 11:58:07"
"73130","903","","","2024-05-30 11:54:14"
"73133","2522","","SUSPENDIDO DESOCUPADO-31","2024-05-30 11:53:26"
"73135","1664","","","2024-05-30 11:53:05"
"73138","1091","","","2024-05-30 11:52:02"
"73139","5","","30","2024-05-30 11:50:43"
"73141","349","","","2024-05-30 11:46:48"
"73189","305","","","2024-05-30 11:48:12"
"73188","","","30","2024-05-30 11:47:55"
"73142","793","","","2024-05-30 11:45:29"
"73145","62","","30","2024-05-30 11:44:50"
"73187","210","","","2024-05-30 11:43:27"
"73149","114","","30","2024-05-30 11:42:16"
"73150","93","","30","2024-05-30 11:41:28"
"73182","19","","30","2024-05-30 11:39:14"
"73181","35","","30","2024-05-30 11:39:30"
"73180","65","","30","2024-05-30 11:39:54"
"73178","136","","SUSPENDIDO DESOCUPADO-31","2024-05-30 11:38:23"
"73185","41","","","2024-05-30 11:36:22"
"73186","54","","","2024-05-30 11:36:43"
"73171","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 11:34:53"
"73169","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-30 11:35:07"
"73170","172","","","2024-05-30 11:33:40"
"73156","357","","","2024-05-30 11:31:54"
"73161","1014","","","2024-05-30 11:27:46"
"73160","1516","","","2024-05-30 11:27:58"
"73162","1678","","30","2024-05-30 11:28:33"
"73163","2835","","","2024-05-30 11:29:34"
"73167","3433","","30","2024-05-30 11:29:01"
"73166","3926","","","2024-05-30 11:29:09"
"73164","533","","30","2024-05-30 11:30:17"
"115330","538","","","2024-05-31 17:01:29"
"115485","46","","","2024-05-31 17:00:21"
"115320","4057","","","2024-05-30 12:19:23"
"116720","1036","","30","2024-05-31 17:01:43"
"115490","1635","","","2024-05-30 12:20:28"
"115760","148","","","2024-05-30 12:27:35"
"115800","3709","","","2024-05-30 12:28:50"
"115810","3503","","","2024-05-30 12:30:27"
"114550","2131","","","2024-05-30 10:13:52"
"114040","568","","","2024-05-30 10:23:23"
"116710","897","","","2024-05-30 10:22:05"
"113950","3590","","","2024-05-30 10:25:08"
"116700","244","","","2024-05-30 10:27:10"
"116705","277","","","2024-05-30 10:28:34"
"110260","14","","30","2024-05-30 10:30:32"
"112090","1687","","","2024-05-30 10:32:24"
"110569","1748","","","2024-05-30 10:33:39"
"110570","1832","","","2024-05-30 10:33:22"
"111970","551","","","2024-05-30 10:37:34"
"111966","1003","","","2024-05-30 10:36:43"
"111950","327","","","2024-05-30 10:37:11"
"111960","2050","","","2024-05-30 10:35:50"
"111959","1098","","","2024-05-30 10:35:22"
"111958","511","","30","2024-05-30 10:35:12"
"112030","","01-MEDIDOR CON PRESUNTA FALLA","","2024-05-31 17:02:25"
"111955","1027","","","2024-05-30 10:39:33"
"111956","960","","","2024-05-30 10:40:28"
"111995","50","","","2024-05-30 10:40:45"
"112000","2000","","","2024-05-30 10:41:09"
"111990","519","","","2024-05-30 10:41:41"
"111982","967","","","2024-05-30 10:42:21"
"111980","226","","","2024-05-30 10:42:48"
"112010","2187","","30","2024-05-30 10:44:54"
"112033","175","","","2024-05-30 10:45:08"
"112035","1235","","","2024-05-30 10:44:07"
"112038","683","","","2024-05-30 10:45:56"
"112040","987","","","2024-05-30 10:46:36"
"111830","2747","","","2024-05-30 10:48:13"
"110830","2105","","","2024-05-30 10:48:55"
"110840","","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:02:37"
"111660","3756","","","2024-05-30 10:50:25"
"111500","999","","","2024-05-30 10:51:40"
"111240","432","","30","2024-05-31 17:05:18"
"111420","736","","","2024-05-30 10:53:14"
"111348","267","","","2024-05-30 10:56:11"
"111340","543","","","2024-05-30 10:57:42"
"111345","5480","","","2024-05-30 10:58:14"
"111150","1559","","","2024-05-30 10:58:31"
"111351","327","","SUSPENDIDO DESOCUPADO-31","2024-05-31 17:05:41"
"112770","1338","","","2024-05-30 11:06:58"
"112860","694","","","2024-05-30 11:08:00"
"112880","2432","","","2024-05-30 11:08:14"
"112920","1138","","","2024-05-30 11:09:07"
"112926","276","","","2024-05-30 11:09:45"
"113090","4678","","","2024-05-30 11:11:10"
"120079","566","","","2024-05-29 09:46:15"
"120080","","03-SIN MEDIDOR Y SIN SERVICIO","","2024-05-29 09:56:58"
"130091","982","","","2024-05-29 09:57:31"
"120110","175","","","2024-05-29 09:58:11"
"120120","2694","","","2024-05-29 09:59:07"
"120130","736","","","2024-05-29 09:59:38"
"120135","886","","","2024-05-29 09:59:50"
"120160","390","","","2024-05-29 10:00:43"
"120170","694","","","2024-05-29 10:01:30"
"120190","674","","","2024-05-29 10:04:07"
"120192","5","","30","2024-05-29 10:06:23"
"120220","4236","","","2024-05-29 10:07:03"
"120230","1027","","","2024-05-29 10:07:16"
"120240","676","","","2024-05-29 10:07:57"
"120250","4467","","","2024-05-29 10:08:48"
"120260","3453","","","2024-05-29 10:09:13"
"120262","666","","","2024-05-29 10:09:32"
"120270","1690","","","2024-05-29 10:10:07"
"120280","105","","","2024-05-29 10:10:32"
"120290","324","","","2024-05-29 10:11:13"
"120310","1499","","","2024-05-29 10:12:09"
"120320","3587","","","2024-05-29 10:14:11"
"120321","342","","","2024-05-29 10:14:39"
"120330","1062","","","2024-05-29 10:15:14"
"120340","149","","","2024-05-29 10:16:17"
"120344","667","","","2024-05-29 10:16:47"
"120360","2418","","","2024-05-29 10:19:11"
"120361","165","","","2024-05-29 10:20:34"
"120365","385","","","2024-05-29 10:20:45"
"120380","6490","","","2024-05-29 10:23:39"
"120390","1869","","","2024-05-29 10:24:50"
"120400","805","","","2024-05-29 10:25:28"
"120403","1127","","","2024-05-29 10:25:58"
"133920","527","","MEDIDOR PARADO (DAÑO INTERNO)-33","2024-05-29 10:29:39"
"120420","5002","","","2024-05-29 10:31:01"
"120422","2095","","","2024-05-29 10:32:15"
"120421","2698","","","2024-05-29 10:32:37"
"120423","1328","","","2024-05-29 10:33:04"
"120424","2882","","","2024-05-29 10:33:38"
"120430","692","","","2024-05-29 10:34:19"
"120440","3102","","","2024-05-29 10:35:07"
"120531","1251","","30","2024-05-29 10:36:07"
"120536","149","","","2024-05-29 10:37:04"
"120550","2235","","","2024-05-29 10:38:34"
"120560","1564","","","2024-05-29 10:39:04"
"120561","237","","","2024-05-29 10:39:37"
"120570","736","","","2024-05-29 10:42:03"
"120580","3946","","","2024-05-29 10:43:01"
"120690","3006","","","2024-05-29 10:44:32"
"120693","1451","","","2024-05-29 11:29:18"
"121100","1875","","","2024-05-29 11:28:37"
"121110","601","","","2024-05-29 11:28:10"
"121131","4694","","","2024-05-29 11:27:31"
"121119","","07-LOTE O CASA DEMOLIDA","","2024-05-29 11:24:56"
"121115","1724","","","2024-05-29 11:18:14"
"121120","564","","","2024-05-29 11:16:26"
"121117","507","","","2024-05-29 11:15:42"
"121200","1678","","30","2024-05-29 11:12:46"
"121203","2135","","","2024-05-29 11:11:25"
"121220","4544","","","2024-05-29 11:10:38"
"121222","192","","","2024-05-29 11:08:23"
"121230","393","","","2024-05-29 11:07:30"
"121240","331","","","2024-05-29 11:06:54"
"133750","377","","","2024-05-29 11:06:11"
"121260","855","","","2024-05-29 11:05:34"
"121900","22","","","2024-05-29 10:56:51"
"121315","116","","30","2024-05-29 10:56:08"
"121310","2832","","","2024-05-29 10:55:27"
"121320","2595","","","2024-05-29 10:54:50"
"121350","","11-MEDIDOR DAÑADO","","2024-05-29 10:54:03"
"133760","321","","","2024-05-29 10:49:37"
"133765","","02-MEDIDOR TAPADO U OBSTRUIDO","","2024-05-29 10:48:22"
"133770","1664","","30","2024-05-29 10:47:41"
"121420","2128","","","2024-05-29 10:46:57"
"121440","2009","","","2024-05-29 10:46:14"
"121450","719","","","2024-05-29 10:45:20"
"121460","2009","","","2024-05-29 10:45:49"
"121462","701","","MEDIDOR PARADO (DAÑO INTERNO)-33","2024-05-29 11:37:15"
"121467","540","","","2024-05-29 11:37:47"
"121465","369","","","2024-05-29 11:38:05"
"133788","3876","","","2024-05-29 11:38:34"
"133785","497","","","2024-05-29 11:39:17"
"133641","257","","30","2024-05-29 11:40:12"
"121470","909","","","2024-05-29 11:41:00"
"121480","1916","","","2024-05-29 11:41:47"
"121620","3758","","","2024-05-29 11:42:56"
"121640","1021","","","2024-05-29 11:43:30"
"121650","753","","","2024-05-29 11:43:59"
"121660","1245","","","2024-05-29 11:44:25"
"121670","73","","","2024-05-29 11:45:04"
"121690","600","","","2024-05-29 11:46:25"
"121720","4517","","","2024-05-29 11:48:27"
"121740","3646","","","2024-05-29 11:51:28"
"121750","590","","","2024-05-29 11:53:19"
"121760","1780","","","2024-05-29 11:54:02"
"121790","625","","","2024-05-29 11:55:14"
"121800","1355","","","2024-05-29 11:56:28"
"121810","104","","MEDIDOR PARADO (DAÑO INTERNO)-33","2024-05-29 11:58:43"
"121820","427","","OTRA FUENTE-15","2024-05-29 11:59:29"
"121830","708","","","2024-05-29 12:00:43"
"121832","1106","","","2024-05-29 12:01:24"
"121836","667","","","2024-05-29 12:02:18"
"121861","501","","","2024-05-29 12:02:42"
"121865","757","","","2024-05-29 12:03:25"
"121867","533","","","2024-05-29 12:04:00"
"121869","1587","","","2024-05-29 12:04:37"
"121870","837","","","2024-05-29 12:05:35"
"121868","194","","","2024-05-29 12:06:09"
"124040","278","","MEDIDOR PARADO (DAÑO INTERNO)-33","2024-05-29 12:09:23"
"124042","115","","","2024-05-29 12:54:30"
"121975","865","","","2024-05-29 12:14:05"
"121884","325","","","2024-05-29 12:14:33"
"121871","551","","","2024-05-29 12:15:33"
"121872","1184","","","2024-05-29 12:16:04"
"121873","532","","","2024-05-29 12:17:09"
"121875","1226","","","2024-05-29 12:17:46"
"121890","1516","","","2024-05-29 12:18:26"
"133800","1633","","","2024-05-29 12:19:34"
"121920","1105","","","2024-05-29 12:20:24"
"121930","1908","","","2024-05-29 12:21:47"
"121932","773","","","2024-05-29 12:22:32"
"121935","1244","","","2024-05-29 12:22:58"
"121940","1180","","","2024-05-29 12:23:34"
"121950","859","","","2024-05-29 12:24:26"
"121960","1804","","","2024-05-29 12:26:55"
"121970","877","","","2024-05-29 12:27:43"
"121980","464","","","2024-05-29 12:30:09"
"121985","575","","","2024-05-29 12:30:42"
"122005","1258","","","2024-05-29 12:31:07"
"122010","1","","30","2024-05-29 12:32:01"
"122037","774","","","2024-05-29 12:33:21"
"122040","1290","","30","2024-05-29 12:37:13"
"122050","205","","","2024-05-29 12:37:41"
"122055","1213","","","2024-05-29 12:38:25"
"122355","86","","","2024-05-29 12:38:55"
"122150","275","","30","2024-05-29 12:40:04"
"122140","84","","","2024-05-29 12:40:23"
"122145","2113","","30","2024-05-29 12:41:06"
"122147","418","","","2024-05-29 12:41:46"
"122148","151","","","2024-05-29 12:42:01"
"122160","4047","","","2024-05-29 12:43:27"
"122170","1060","","","2024-05-29 12:43:49"
"122240","327","","","2024-05-29 12:44:12"
"122250","1317","","","2024-05-29 12:44:34"
"122242","1126","","","2024-05-29 12:45:06"
"122253","836","","","2024-05-29 12:46:10"
"122255","1475","","","2024-05-29 12:46:45"
"122257","804","","","2024-05-29 12:47:19"
"122262","333","","","2024-05-29 12:49:33"
"122260","","09-OTRAS CAUSAS","","2024-05-29 12:52:39"
"122266","295","","","2024-05-29 12:53:18"
"123911","805","","","2024-05-29 12:57:40"
"122252","290","","","2024-05-29 12:58:43"
"122254","198","","","2024-05-29 13:00:19"
"122261","954","","","2024-05-29 13:35:40"
"124050","228","","30","2024-05-29 13:36:31"
"122259","1037","","","2024-05-29 13:38:17"
"124060","489","","","2024-05-29 13:37:17"
"124065","111","","","2024-05-29 13:37:23"
"127136","134","","OTRA FUENTE-15","2024-05-30 10:43:30"
"122263","1208","","","2024-05-29 13:39:36"
"122264","1277","","","2024-05-29 13:40:27"
"122265","538","","","2024-05-29 13:41:51"
"122267","386","","","2024-05-29 13:42:27"
"122268","227","","","2024-05-29 13:42:41"
"122269","539","","","2024-05-29 13:43:02"
"122274","687","","SUSPENDIDO DESOCUPADO-31","2024-05-29 13:44:13"
"122275","267","","","2024-05-29 13:45:14"
"122273","139","","","2024-05-29 13:46:50"
"122276","469","","","2024-05-29 13:48:07"
"122277","451","","","2024-05-29 13:48:51"
"122278","1083","","","2024-05-29 13:49:24"
"122279","236","","","2024-05-29 13:49:45"
"122281","903","","","2024-05-29 13:50:33"
"122282","9","","","2024-05-29 13:46:01"
"122283","91","","","2024-05-29 13:41:01"
"122285","18","","","2024-05-29 13:04:17"
"122280","1301","","30","2024-05-29 13:51:33"
"122290","568","","","2024-05-29 13:52:07"
"122292","16","","","2024-05-29 13:34:57"
